"year","country","team_size_all","p1","p2","p3","p4","p5","p6","total_points","total_awards","gender","gender_prop"
2024,"United States of America",6,42,41,19,40,35,15,192,6,"team_size_male",83.3333333333333
2024,"United States of America",6,42,41,19,40,35,15,192,6,"team_size_female",16.6666666666667
2024,"People's Republic of China",6,42,42,31,40,22,13,190,6,"team_size_male",100
2024,"People's Republic of China",6,42,42,31,40,22,13,190,6,"team_size_female",0
2024,"Republic of Korea",6,42,37,18,42,7,22,168,6,"team_size_male",100
2024,"Republic of Korea",6,42,37,18,42,7,22,168,6,"team_size_female",0
2024,"India",6,42,34,11,42,28,10,167,6,"team_size_male",100
2024,"India",6,42,34,11,42,28,10,167,6,"team_size_female",0
2024,"Belarus",6,42,30,10,42,36,5,165,6,"team_size_male",100
2024,"Belarus",6,42,30,10,42,36,5,165,6,"team_size_female",0
2024,"Singapore",6,42,37,7,42,29,5,162,6,"team_size_male",100
2024,"Singapore",6,42,37,7,42,29,5,162,6,"team_size_female",0
2024,"United Kingdom",6,42,33,8,42,31,6,162,6,"team_size_male",100
2024,"United Kingdom",6,42,33,8,42,31,6,162,6,"team_size_female",0
2024,"Hungary",6,42,37,16,36,23,1,155,6,"team_size_male",100
2024,"Hungary",6,42,37,16,36,23,1,155,6,"team_size_female",0
2024,"Poland",6,42,25,5,42,35,2,151,6,"team_size_male",100
2024,"Poland",6,42,25,5,42,35,2,151,6,"team_size_female",0
2024,"Türkiye",6,38,37,5,42,12,17,151,6,"team_size_male",83.3333333333333
2024,"Türkiye",6,38,37,5,42,12,17,151,6,"team_size_female",16.6666666666667
2024,"Taiwan",6,42,33,6,42,23,3,149,6,"team_size_male",100
2024,"Taiwan",6,42,33,6,42,23,3,149,6,"team_size_female",0
2024,"Romania",6,39,42,2,39,14,9,145,6,"team_size_male",83.3333333333333
2024,"Romania",6,39,42,2,39,14,9,145,6,"team_size_female",16.6666666666667
2024,"Bosnia and Herzegovina",6,42,25,3,42,29,3,144,6,"team_size_male",83.3333333333333
2024,"Bosnia and Herzegovina",6,42,25,3,42,29,3,144,6,"team_size_female",16.6666666666667
2024,"Italy",6,42,32,3,36,27,3,143,6,"team_size_male",83.3333333333333
2024,"Italy",6,42,32,3,36,27,3,143,6,"team_size_female",16.6666666666667
2024,"Japan",6,42,30,4,35,21,11,143,6,"team_size_male",100
2024,"Japan",6,42,30,4,35,21,11,143,6,"team_size_female",0
2024,"Israel",6,39,35,14,36,14,4,142,6,"team_size_male",100
2024,"Israel",6,39,35,14,36,14,4,142,6,"team_size_female",0
2024,"Mongolia",6,42,37,0,42,19,2,142,6,"team_size_male",100
2024,"Mongolia",6,42,37,0,42,19,2,142,6,"team_size_female",0
2024,"Hong Kong",6,42,37,4,42,10,5,140,6,"team_size_male",100
2024,"Hong Kong",6,42,37,4,42,10,5,140,6,"team_size_female",0
2024,"Islamic Republic of Iran",6,40,30,2,42,16,7,137,6,"team_size_male",83.3333333333333
2024,"Islamic Republic of Iran",6,40,30,2,42,16,7,137,6,"team_size_female",16.6666666666667
2024,"Brazil",6,36,42,3,38,10,5,134,6,"team_size_male",100
2024,"Brazil",6,36,42,3,38,10,5,134,6,"team_size_female",0
2024,"France",6,39,21,5,42,18,8,133,6,"team_size_male",100
2024,"France",6,39,21,5,42,18,8,133,6,"team_size_female",0
2024,"Serbia",6,42,20,14,35,17,4,132,6,"team_size_male",100
2024,"Serbia",6,42,20,14,35,17,4,132,6,"team_size_female",0
2024,"Canada",6,37,23,8,42,11,10,131,6,"team_size_male",83.3333333333333
2024,"Canada",6,37,23,8,42,11,10,131,6,"team_size_female",16.6666666666667
2024,"Mexico",6,40,17,4,36,30,2,129,6,"team_size_male",100
2024,"Mexico",6,40,17,4,36,30,2,129,6,"team_size_female",0
2024,"Austria",6,38,26,2,29,28,4,127,6,"team_size_male",100
2024,"Austria",6,38,26,2,29,28,4,127,6,"team_size_female",0
2024,"Kazakhstan",6,35,35,0,40,13,4,127,6,"team_size_male",100
2024,"Kazakhstan",6,35,35,0,40,13,4,127,6,"team_size_female",0
2024,"Bulgaria",6,42,15,4,42,20,3,126,6,"team_size_male",83.3333333333333
2024,"Bulgaria",6,42,15,4,42,20,3,126,6,"team_size_female",16.6666666666667
2024,"Greece",6,42,21,2,42,15,4,126,6,"team_size_male",100
2024,"Greece",6,42,21,2,42,15,4,126,6,"team_size_female",0
2024,"Kyrgyzstan",6,30,21,0,42,27,2,122,6,"team_size_male",100
2024,"Kyrgyzstan",6,30,21,0,42,27,2,122,6,"team_size_female",0
2024,"Peru",6,42,25,0,35,16,4,122,6,"team_size_male",83.3333333333333
2024,"Peru",6,42,25,0,35,16,4,122,6,"team_size_female",16.6666666666667
2024,"Germany",6,40,27,2,32,19,0,120,6,"team_size_male",83.3333333333333
2024,"Germany",6,40,27,2,32,19,0,120,6,"team_size_female",16.6666666666667
2024,"New Zealand",6,42,14,0,42,22,0,120,6,"team_size_male",83.3333333333333
2024,"New Zealand",6,42,14,0,42,22,0,120,6,"team_size_female",16.6666666666667
2024,"Malaysia",6,42,21,1,42,10,2,118,6,"team_size_male",83.3333333333333
2024,"Malaysia",6,42,21,1,42,10,2,118,6,"team_size_female",16.6666666666667
2024,"Vietnam",6,36,26,2,42,8,4,118,6,"team_size_male",100
2024,"Vietnam",6,36,26,2,42,8,4,118,6,"team_size_female",0
2024,"Croatia",6,40,11,0,42,20,3,116,6,"team_size_male",100
2024,"Croatia",6,40,11,0,42,20,3,116,6,"team_size_female",0
2024,"Slovakia",6,38,15,5,28,29,1,116,6,"team_size_male",66.6666666666667
2024,"Slovakia",6,38,15,5,28,29,1,116,6,"team_size_female",33.3333333333333
2024,"Thailand",6,38,32,1,35,8,2,116,6,"team_size_male",100
2024,"Thailand",6,38,32,1,35,8,2,116,6,"team_size_female",0
2024,"Armenia",6,35,21,2,40,14,1,113,6,"team_size_male",100
2024,"Armenia",6,35,21,2,40,14,1,113,6,"team_size_female",0
2024,"Australia",6,37,21,3,42,9,1,113,6,"team_size_male",33.3333333333333
2024,"Australia",6,37,21,3,42,9,1,113,6,"team_size_female",66.6666666666667
2024,"Ukraine",6,38,22,1,35,17,0,113,6,"team_size_male",66.6666666666667
2024,"Ukraine",6,38,22,1,35,17,0,113,6,"team_size_female",33.3333333333333
2024,"Indonesia",6,42,17,0,42,9,1,111,6,"team_size_male",100
2024,"Indonesia",6,42,17,0,42,9,1,111,6,"team_size_female",0
2024,"Saudi Arabia",6,39,18,2,42,10,0,111,6,"team_size_male",100
2024,"Saudi Arabia",6,39,18,2,42,10,0,111,6,"team_size_female",0
2024,"Uzbekistan",6,36,20,1,35,18,0,110,5,"team_size_male",83.3333333333333
2024,"Uzbekistan",6,36,20,1,35,18,0,110,5,"team_size_female",16.6666666666667
2024,"Netherlands",6,37,18,0,37,16,1,109,6,"team_size_male",100
2024,"Netherlands",6,37,18,0,37,16,1,109,6,"team_size_female",0
2024,"Georgia",6,39,15,1,36,15,2,108,5,"team_size_male",100
2024,"Georgia",6,39,15,1,36,15,2,108,5,"team_size_female",0
2024,"North Macedonia",6,38,12,1,41,13,2,107,6,"team_size_male",100
2024,"North Macedonia",6,38,12,1,41,13,2,107,6,"team_size_female",0
2024,"Turkmenistan",6,33,15,1,42,15,1,107,6,"team_size_male",100
2024,"Turkmenistan",6,33,15,1,42,15,1,107,6,"team_size_female",0
2024,"Switzerland",6,42,12,2,36,14,0,106,6,"team_size_male",83.3333333333333
2024,"Switzerland",6,42,12,2,36,14,0,106,6,"team_size_female",16.6666666666667
2024,"Czech Republic",6,36,8,0,42,16,1,103,6,"team_size_male",50
2024,"Czech Republic",6,36,8,0,42,16,1,103,6,"team_size_female",50
2024,"Philippines",6,40,13,1,35,13,0,102,6,"team_size_male",100
2024,"Philippines",6,40,13,1,35,13,0,102,6,"team_size_female",0
2024,"Sweden",6,41,13,1,30,14,3,102,6,"team_size_male",83.3333333333333
2024,"Sweden",6,41,13,1,30,14,3,102,6,"team_size_female",16.6666666666667
2024,"Lithuania",5,35,9,6,30,14,0,94,5,"team_size_male",60
2024,"Lithuania",5,35,9,6,30,14,0,94,5,"team_size_female",40
2024,"South Africa",6,34,8,0,35,16,0,93,4,"team_size_male",66.6666666666667
2024,"South Africa",6,34,8,0,35,16,0,93,4,"team_size_female",33.3333333333333
2024,"Slovenia",6,40,5,0,37,8,2,92,5,"team_size_male",66.6666666666667
2024,"Slovenia",6,40,5,0,37,8,2,92,5,"team_size_female",33.3333333333333
2024,"Estonia",6,30,13,0,29,19,0,91,6,"team_size_male",100
2024,"Estonia",6,30,13,0,29,19,0,91,6,"team_size_female",0
2024,"Argentina",6,36,15,0,17,21,1,90,5,"team_size_male",83.3333333333333
2024,"Argentina",6,36,15,0,17,21,1,90,5,"team_size_female",16.6666666666667
2024,"Cyprus",6,31,9,0,37,9,2,88,6,"team_size_male",66.6666666666667
2024,"Cyprus",6,31,9,0,37,9,2,88,6,"team_size_female",33.3333333333333
2024,"Denmark",6,42,4,1,27,14,0,88,6,"team_size_male",83.3333333333333
2024,"Denmark",6,42,4,1,27,14,0,88,6,"team_size_female",16.6666666666667
2024,"Colombia",6,35,5,0,35,12,0,87,6,"team_size_male",83.3333333333333
2024,"Colombia",6,35,5,0,35,12,0,87,6,"team_size_female",16.6666666666667
2024,"Latvia",6,32,6,0,35,14,0,87,6,"team_size_male",100
2024,"Latvia",6,32,6,0,35,14,0,87,6,"team_size_female",0
2024,"Algeria",6,30,11,0,36,8,1,86,5,"team_size_male",100
2024,"Algeria",6,30,11,0,36,8,1,86,5,"team_size_female",0
2024,"Finland",6,40,6,2,17,19,1,85,5,"team_size_male",66.6666666666667
2024,"Finland",6,40,6,2,17,19,1,85,5,"team_size_female",33.3333333333333
2024,"Norway",6,36,8,0,24,17,0,85,6,"team_size_male",100
2024,"Norway",6,36,8,0,24,17,0,85,6,"team_size_female",0
2024,"Republic of Moldova",5,31,8,2,29,14,0,84,5,"team_size_male",80
2024,"Republic of Moldova",5,31,8,2,29,14,0,84,5,"team_size_female",20
2024,"Bangladesh",6,33,8,0,28,14,0,83,6,"team_size_male",83.3333333333333
2024,"Bangladesh",6,33,8,0,28,14,0,83,6,"team_size_female",16.6666666666667
2024,"Costa Rica",6,29,2,0,35,16,0,82,5,"team_size_male",83.3333333333333
2024,"Costa Rica",6,29,2,0,35,16,0,82,5,"team_size_female",16.6666666666667
2024,"Belgium",6,38,11,0,22,9,0,80,4,"team_size_male",100
2024,"Belgium",6,38,11,0,22,9,0,80,4,"team_size_female",0
2024,"Spain",6,37,17,1,10,13,2,80,5,"team_size_male",100
2024,"Spain",6,37,17,1,10,13,2,80,5,"team_size_female",0
2024,"Tajikistan",6,29,8,0,33,9,1,80,5,"team_size_male",100
2024,"Tajikistan",6,29,8,0,33,9,1,80,5,"team_size_female",0
2024,"Portugal",6,37,10,2,11,11,0,71,5,"team_size_male",83.3333333333333
2024,"Portugal",6,37,10,2,11,11,0,71,5,"team_size_female",16.6666666666667
2024,"Sri Lanka",6,42,4,0,17,8,0,71,6,"team_size_male",100
2024,"Sri Lanka",6,42,4,0,17,8,0,71,6,"team_size_female",0
2024,"Cuba",6,36,0,0,31,0,1,68,5,"team_size_male",66.6666666666667
2024,"Cuba",6,36,0,0,31,0,1,68,5,"team_size_female",33.3333333333333
2024,"Ireland",6,34,3,0,22,8,0,67,4,"team_size_male",100
2024,"Ireland",6,34,3,0,22,8,0,67,4,"team_size_female",0
2024,"Tunisia",6,28,4,0,28,7,0,67,4,"team_size_male",100
2024,"Tunisia",6,28,4,0,28,7,0,67,4,"team_size_female",0
2024,"Azerbaijan",6,36,10,0,17,1,0,64,6,"team_size_male",83.3333333333333
2024,"Azerbaijan",6,36,10,0,17,1,0,64,6,"team_size_female",16.6666666666667
2024,"Pakistan",6,28,7,1,19,9,0,64,3,"team_size_male",100
2024,"Pakistan",6,28,7,1,19,9,0,64,3,"team_size_female",0
2024,"Syria",6,36,7,0,21,0,0,64,5,"team_size_male",100
2024,"Syria",6,36,7,0,21,0,0,64,5,"team_size_female",0
2024,"Luxembourg",6,34,2,0,16,8,0,60,4,"team_size_male",33.3333333333333
2024,"Luxembourg",6,34,2,0,16,8,0,60,4,"team_size_female",66.6666666666667
2024,"Macau",6,28,0,0,21,7,0,56,5,"team_size_male",83.3333333333333
2024,"Macau",6,28,0,0,21,7,0,56,5,"team_size_female",16.6666666666667
2024,"Albania",6,19,2,0,29,1,0,51,4,"team_size_male",83.3333333333333
2024,"Albania",6,19,2,0,29,1,0,51,4,"team_size_female",16.6666666666667
2024,"Iraq",5,23,4,0,16,7,0,50,3,"team_size_male",80
2024,"Iraq",5,23,4,0,16,7,0,50,3,"team_size_female",20
2024,"Kosovo",6,30,3,0,13,2,0,48,4,"team_size_male",83.3333333333333
2024,"Kosovo",6,30,3,0,13,2,0,48,4,"team_size_female",16.6666666666667
2024,"Uruguay",6,28,1,0,18,1,0,48,3,"team_size_male",83.3333333333333
2024,"Uruguay",6,28,1,0,18,1,0,48,3,"team_size_female",16.6666666666667
2024,"Ecuador",6,19,0,0,13,14,0,46,3,"team_size_male",100
2024,"Ecuador",6,19,0,0,13,14,0,46,3,"team_size_female",0
2024,"Dominican Republic",6,24,0,0,7,8,0,39,3,"team_size_male",100
2024,"Dominican Republic",6,24,0,0,7,8,0,39,3,"team_size_female",0
2024,"Rwanda",6,31,0,0,7,1,0,39,4,"team_size_male",66.6666666666667
2024,"Rwanda",6,31,0,0,7,1,0,39,4,"team_size_female",33.3333333333333
2024,"Trinidad and Tobago",5,19,1,0,9,8,0,37,2,"team_size_male",100
2024,"Trinidad and Tobago",5,19,1,0,9,8,0,37,2,"team_size_female",0
2024,"Iceland",6,11,1,0,10,13,0,35,2,"team_size_male",66.6666666666667
2024,"Iceland",6,11,1,0,10,13,0,35,2,"team_size_female",33.3333333333333
2024,"Myanmar",6,16,0,0,14,0,0,30,3,"team_size_male",66.6666666666667
2024,"Myanmar",6,16,0,0,14,0,0,30,3,"team_size_female",33.3333333333333
2024,"Nepal",6,19,1,0,7,1,0,28,2,"team_size_male",100
2024,"Nepal",6,19,1,0,7,1,0,28,2,"team_size_female",0
2024,"Bolivia",4,15,2,0,8,0,1,26,2,"team_size_male",75
2024,"Bolivia",4,15,2,0,8,0,1,26,2,"team_size_female",25
2024,"Uganda",6,10,0,0,11,1,0,22,1,"team_size_male",66.6666666666667
2024,"Uganda",6,10,0,0,11,1,0,22,1,"team_size_female",33.3333333333333
2024,"Paraguay",4,10,0,0,9,1,0,20,1,"team_size_male",100
2024,"Paraguay",4,10,0,0,9,1,0,20,1,"team_size_female",0
2024,"Ivory Coast",6,14,0,0,4,1,0,19,0,"team_size_male",83.3333333333333
2024,"Ivory Coast",6,14,0,0,4,1,0,19,0,"team_size_female",16.6666666666667
2024,"Puerto Rico",3,15,0,0,1,2,0,18,1,"team_size_male",66.6666666666667
2024,"Puerto Rico",3,15,0,0,1,2,0,18,1,"team_size_female",33.3333333333333
2024,"Chile",2,10,0,0,0,7,0,17,1,"team_size_male",100
2024,"Chile",2,10,0,0,0,7,0,17,1,"team_size_female",0
2024,"El Salvador",3,7,0,0,9,1,0,17,1,"team_size_male",66.6666666666667
2024,"El Salvador",3,7,0,0,9,1,0,17,1,"team_size_female",33.3333333333333
2024,"Nicaragua",1,7,1,0,7,1,0,16,1,"team_size_male",100
2024,"Nicaragua",1,7,1,0,7,1,0,16,1,"team_size_female",0
2024,"Botswana",6,14,0,0,1,0,0,15,1,"team_size_male",83.3333333333333
2024,"Botswana",6,14,0,0,1,0,0,15,1,"team_size_female",16.6666666666667
2024,"Liechtenstein",1,7,0,0,7,0,0,14,1,"team_size_male",100
2024,"Liechtenstein",1,7,0,0,7,0,0,14,1,"team_size_female",0
2024,"Venezuela",3,6,0,0,4,4,0,14,0,"team_size_male",66.6666666666667
2024,"Venezuela",3,6,0,0,4,4,0,14,0,"team_size_female",33.3333333333333
2024,"Panama",1,3,0,0,7,0,0,10,1,"team_size_male",100
2024,"Panama",1,3,0,0,7,0,0,10,1,"team_size_female",0
2024,"Bhutan",5,4,0,0,1,3,0,8,0,"team_size_male",100
2024,"Bhutan",5,4,0,0,1,3,0,8,0,"team_size_female",0
2024,"Kenya",5,6,0,0,0,1,0,7,0,"team_size_male",100
2024,"Kenya",5,6,0,0,0,1,0,7,0,"team_size_female",0
2024,"Ghana",6,4,0,0,0,0,0,4,0,"team_size_male",33.3333333333333
2024,"Ghana",6,4,0,0,0,0,0,4,0,"team_size_female",66.6666666666667
2024,"Oman",6,2,0,0,0,2,0,4,0,"team_size_male",0
2024,"Oman",6,2,0,0,0,2,0,4,0,"team_size_female",100
2024,"Honduras",1,1,0,0,0,0,0,1,0,"team_size_male",100
2024,"Honduras",1,1,0,0,0,0,0,1,0,"team_size_female",0
2024,"United Arab Emirates",4,1,0,0,0,0,0,1,0,"team_size_male",50
2024,"United Arab Emirates",4,1,0,0,0,0,0,1,0,"team_size_female",50
2023,"People's Republic of China",6,42,42,42,42,42,30,240,6,"team_size_male",100
2023,"People's Republic of China",6,42,42,42,42,42,30,240,6,"team_size_female",0
2023,"United States of America",6,42,42,42,42,37,17,222,6,"team_size_male",100
2023,"United States of America",6,42,42,42,42,37,17,222,6,"team_size_female",0
2023,"Republic of Korea",6,42,40,42,42,33,16,215,6,"team_size_male",100
2023,"Republic of Korea",6,42,40,42,42,33,16,215,6,"team_size_female",0
2023,"Romania",6,42,42,42,42,24,16,208,6,"team_size_male",100
2023,"Romania",6,42,42,42,42,24,16,208,6,"team_size_female",0
2023,"Canada",6,42,29,25,42,38,7,183,6,"team_size_male",100
2023,"Canada",6,42,29,25,42,38,7,183,6,"team_size_female",0
2023,"Japan",6,42,32,27,42,32,6,181,6,"team_size_male",100
2023,"Japan",6,42,32,27,42,32,6,181,6,"team_size_female",0
2023,"Vietnam",6,42,42,21,42,28,5,180,6,"team_size_male",100
2023,"Vietnam",6,42,42,21,42,28,5,180,6,"team_size_female",0
2023,"Türkiye",6,42,42,29,42,13,8,176,6,"team_size_male",83.3333333333333
2023,"Türkiye",6,42,42,29,42,13,8,176,6,"team_size_female",16.6666666666667
2023,"India",6,41,35,25,42,26,5,174,6,"team_size_male",100
2023,"India",6,41,35,25,42,26,5,174,6,"team_size_female",0
2023,"Taiwan",6,42,36,13,42,38,2,173,6,"team_size_male",100
2023,"Taiwan",6,42,36,13,42,38,2,173,6,"team_size_female",0
2023,"Islamic Republic of Iran",6,42,42,26,42,16,4,172,6,"team_size_male",100
2023,"Islamic Republic of Iran",6,42,42,26,42,16,4,172,6,"team_size_female",0
2023,"Singapore",6,42,42,20,36,29,2,171,6,"team_size_male",100
2023,"Singapore",6,42,42,20,36,29,2,171,6,"team_size_female",0
2023,"United Kingdom",6,42,30,22,39,34,0,167,6,"team_size_male",100
2023,"United Kingdom",6,42,30,22,39,34,0,167,6,"team_size_female",0
2023,"Israel",6,39,18,28,42,33,3,163,6,"team_size_male",100
2023,"Israel",6,39,18,28,42,33,3,163,6,"team_size_female",0
2023,"Mexico",6,42,31,22,42,24,2,163,6,"team_size_male",100
2023,"Mexico",6,42,31,22,42,24,2,163,6,"team_size_female",0
2023,"Brazil",6,42,38,8,42,29,2,161,6,"team_size_male",100
2023,"Brazil",6,42,38,8,42,29,2,161,6,"team_size_female",0
2023,"Belarus",6,42,36,14,42,23,2,159,6,"team_size_male",100
2023,"Belarus",6,42,36,14,42,23,2,159,6,"team_size_female",0
2023,"Italy",6,38,41,8,42,29,1,159,6,"team_size_male",100
2023,"Italy",6,38,41,8,42,29,1,159,6,"team_size_female",0
2023,"Thailand",6,42,31,24,37,24,0,158,6,"team_size_male",100
2023,"Thailand",6,42,31,24,37,24,0,158,6,"team_size_female",0
2023,"Germany",6,42,38,11,36,29,0,156,6,"team_size_male",100
2023,"Germany",6,42,38,11,36,29,0,156,6,"team_size_female",0
2023,"Kazakhstan",6,42,42,17,41,12,0,154,6,"team_size_male",100
2023,"Kazakhstan",6,42,42,17,41,12,0,154,6,"team_size_female",0
2023,"Hungary",6,42,26,11,42,32,0,153,6,"team_size_male",83.3333333333333
2023,"Hungary",6,42,26,11,42,32,0,153,6,"team_size_female",16.6666666666667
2023,"Australia",6,42,38,13,36,19,4,152,6,"team_size_male",66.6666666666667
2023,"Australia",6,42,38,13,36,19,4,152,6,"team_size_female",33.3333333333333
2023,"Hong Kong",6,42,16,20,42,27,4,151,6,"team_size_male",100
